Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
perl toupper,59,59,50,5,0.00,https://perldoc.perl.org/5.32.1/perlclib.txt,0,0,0.00,0,10,"[19,19,19,19,19,26,19,26,26,26,26,26]",2025-11-20,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
osx tar,92,92,50,31,0.00,https://www.perl.org/get.html,0,0,0.00,0,1160000,"[42,23,23,23,33,14,33,33,9,4,23,33]",2025-12-16,"Sitelinks, Video, Video Carousel, Related searches",informational,Organic
strawberry page,42,42,210,22,0.00,https://www.perl.org/get.html,0,0,0.00,0,346000000,"[34,34,43,43,53,65,65,100,100,81,65,100]",2025-12-13,"Image pack, Sitelinks, Video, Image, Video Carousel, Related searches",informational,Organic
python programming language wiki,27,27,260,76,0.00,https://www.perl.org/,0,0,0.00,0,47800000,"[44,19,19,29,23,66,66,36,54,29,23,19]",2025-10-07,"Sitelinks, Video, Related searches",navigational,Organic
osx script,84,84,90,42,0.00,https://www.perl.org/get.html,0,0,0.00,0,11200000,"[64,50,64,64,78,28,64,100,50,50,64,64]",2025-12-16,"Sitelinks, Video, Video Carousel, People also ask, Related searches, See results about",informational,Organic
isoperator,92,92,70,17,0.00,https://perldoc.perl.org/perlop,0,0,0.00,0,394000,"[63,45,63,63,45,100,45,63,63,45,63,100]",2025-12-17,"Sitelinks, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
in hex,90,90,720,49,0.00,https://perldoc.perl.org/functions/hex,0,0,0.00,0,297000000,"[68,52,31,46,84,0,46,11,20,25,25,84]",2025-12-19,"Sitelinks, Video, Related searches, Questions and answers, AI overview",informational,Organic
perlvision,40,40,110,35,4.11,https://blogs.perl.org/users/yuki_kimoto/2019/11/what-is-the-value-that-perl-offers.html,0,0,0.00,0.21,2040,"[36,3,3,3,3,0,3,0,3,20,24,1]",2025-12-21,"Local pack, Sitelinks, Video, Image, Related searches",navigational,Organic
perlvision,63,63,110,35,4.11,https://blogs.perl.org/users/yuki_kimoto/2019/11/what-is-the-value-that-perl-offers.html,0,0,0.00,0.21,2040,"[36,3,3,3,3,0,3,0,3,20,24,1]",2025-12-21,"Local pack, Sitelinks, Video, Image, Related searches",navigational,Organic
glob[,22,22,70,58,0.00,https://perldoc.perl.org/functions/glob,0,0,0.00,0,27700000,"[0,100,0,0,0,0,0,0,0,0,0,0]",2025-12-14,"Instant answer, Image pack, Sitelinks, Video, Image, Related searches, See results about, AI overview",informational,Organic
installer perl,25,25,110,26,0.00,https://learn.perl.org/installing/unix_linux.html,0,0,0.00,0,29100000,"[82,52,64,52,64,41,52,82,82,52,41,82]",2025-12-21,"Sitelinks, Video, Video Carousel, Related searches",informational,Organic
installer perl,45,45,110,26,0.00,https://learn.perl.org/installing/osx.html,0,0,0.00,0,29100000,"[82,52,64,52,64,41,52,82,82,52,41,82]",2025-12-21,"Sitelinks, Video, Video Carousel, Related searches",informational,Organic
words that start with carp,61,61,40,13,0.00,https://perldoc.perl.org/Carp,0,0,0.00,0,10,"[18,18,100,18,18,18,18,18,100,18,18,18]",2025-11-13,"Image pack, Video, People also ask, Related searches","commercial, informational",Organic
regular expression reference,49,49,90,73,0.00,https://perldoc.perl.org/perlre,0,0,0.00,0,242000000,"[28,28,28,28,21,28,28,21,53,43,28,21]",2025-09-06,"Image pack, Sitelinks, Video, Related searches, AI overview","commercial, informational",Organic
old programming languages,31,31,720,41,0.00,https://www.perl.org/,0,0,0.00,0.01,227000000,"[72,72,59,59,59,100,72,72,59,59,59,72]",2025-10-14,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
shift pop,38,38,40,27,0.00,https://perldoc.perl.org/functions/shift,0,0,0.00,0,228000000,"[18,18,18,18,18,100,100,18,18,18,18,18]",2025-12-09,"Sitelinks, Video, Image, Related searches, AI overview",informational,Organic
os x utilities,79,79,320,25,2.17,https://www.perl.org/get.html,0,0,0.00,0.02,110000000,"[81,66,81,66,66,81,81,54,66,54,81,54]",2025-12-20,"Image pack, Sitelinks, Video, Video Carousel, Related searches, AI overview",informational,Organic
schemavalidate,36,36,110,19,0.00,https://www.perl.org/,0,0,0.00,0,46500,"[18,18,15,23,15,18,11,18,28,28,28,11]",2025-11-12,"Sitelinks, Video, Related searches","commercial, informational",Organic
install r programming,77,77,390,51,9.57,https://www.perl.org/,0,0,0.00,0.01,137000000,"[10,7,13,100,7,8,4,16,7,13,8,4]",2025-12-02,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
install r programming,90,90,390,51,9.57,https://www.perl.org/,0,0,0.00,0.01,137000000,"[10,7,13,100,7,8,4,16,7,13,8,4]",2025-12-02,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
active directory macbook,46,46,70,37,9.25,https://www.perl.org/get.html,0,0,0.00,0.14,25800000,"[9,9,9,9,9,9,9,66,66,42,33,100]",2025-12-19,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
unicode in,75,75,140,61,0.00,https://perldoc.perl.org/perlunicode,0,0,0.00,0,36600000,"[17,12,12,17,17,17,17,17,17,66,100,82]",2025-12-17,"Image pack, Sitelinks, Video, Video Carousel, Related searches",informational,Organic
char reference,39,39,110,36,0.00,https://perldoc.perl.org/charnames,0,0,0.00,0,112000000,"[42,33,42,42,42,42,42,66,80,52,33,52]",2025-12-20,"Image pack, Sitelinks, Video, Video Carousel, Related searches",informational,Organic
make path,19,19,50,21,0.00,https://perldoc.perl.org/File::Path,0,0,0.00,0.11,1240000000,"[81,6,6,6,6,6,3,9,9,28,12,21]",2025-12-24,"Sitelinks, Video, Video Carousel, People also ask, Related searches",informational,Organic
unix find ignore directory,29,29,90,12,0.00,https://perldoc.perl.org/File::Find,0,0,0.00,0,4,"[0,0,0,0,3,0,28,28,100,100,43,34]",2025-11-12,"Sitelinks, Video, Related searches",informational,Organic
ancient greece hoplites,57,57,480,37,0.00,https://qa.perl.org/phalanx/history.html,0,0,0.00,0,142000,"[45,24,55,10,4,16,13,10,13,4,45,100]",2025-11-26,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Things to know, AI overview",informational,Organic
monitorix,43,0,90,34,0.00,https://blogs.perl.org/users/dean/2019/05/monitorix-3110-released.html,0,0,0.00,0.01,24800,"[4,21,2,2,2,21,26,2,2,2,2,11]",2025-12-25,"Sitelinks, Video, Image, Video Carousel, People also ask, Related searches",navigational,Organic
mkdir in perl,14,14,50,21,0.00,https://perldoc.perl.org/5.005/functions/mkdir,0,0,0.00,0,297000,"[33,33,23,23,23,23,23,33,33,23,23,9]",2025-09-08,"Image pack, Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
mysql command line client download,73,73,110,57,1.81,https://www.perl.org/get.html,0,0,0.00,0.1,10,"[20,6,6,8,5,5,6,5,6,4,3,3]",2025-11-19,"Image pack, Sitelinks, Video, Ads bottom, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
iso3166 1,16,16,90,49,0.00,https://perldoc.perl.org/5.8.1/Locale::Country,0,0,0.00,0.01,2830000,"[28,35,35,50,64,64,100,78,50,78,78,78]",2025-12-15,"Sitelinks, Video, Related searches, See results about",navigational,Organic
string encoding,24,24,140,50,0.00,https://perldoc.perl.org/Encode,0,0,0.00,0.01,67200000,"[65,34,28,28,28,34,21,53,21,65,53,43]",2025-11-30,"Sitelinks, Video, People also ask, Related searches, Things to know, AI overview",informational,Organic
binary file download,86,86,40,25,0.00,https://www.perl.org/get.html,0,0,0.00,0.01,9,"[29,29,29,41,29,11,11,11,11,11,11,11]",2025-11-19,"Sitelinks, Video, People also ask, Related searches",informational,Organic
binary file download,99,99,40,25,0.00,https://www.perl.org/get.html,0,0,0.00,0.01,9,"[29,29,29,41,29,11,11,11,11,11,11,11]",2025-11-19,"Sitelinks, Video, People also ask, Related searches",informational,Organic
35 binary,35,35,140,26,0.00,https://blogs.perl.org/users/laurent_r/2019/11/perl-weekly-challenge-35-binary-encoded-morse-code.html,0,0,0.00,0,133000000,"[2,3,13,7,10,5,7,5,8,3,4,2]",2025-09-06,"Image pack, Video, People also ask, Related searches, AI overview",informational,Organic
d profiler,31,31,70,2,0.00,https://perldoc.perl.org/5.6.2/Devel::DProf,0,0,0.00,0.01,21300000,"[18,18,18,100,18,100,100,81,63,45,63,81]",2025-12-19,"Image pack, Sitelinks, Video, Video Carousel, Related searches, AI overview",informational,Organic
d profiler,59,59,70,2,0.00,https://perldoc.perl.org/5.6.2/Devel::DProf,0,0,0.00,0.01,21300000,"[18,18,18,100,18,100,100,81,63,45,63,81]",2025-12-19,"Image pack, Sitelinks, Video, Video Carousel, Related searches, AI overview",informational,Organic
d profiler,76,76,70,2,0.00,https://perldoc.perl.org/5.6.2/Devel::DProf,0,0,0.00,0.01,21300000,"[18,18,18,100,18,100,100,81,63,45,63,81]",2025-12-19,"Image pack, Sitelinks, Video, Video Carousel, Related searches, AI overview",informational,Organic
forté foundation,54,54,170,19,13.46,https://www.perl.org/,0,0,0.00,0.07,0,"[0,17,72,32,0,0,0,17,11,14,14,17]",2025-11-18,"Sitelinks, Video, Ads top, Video Carousel, Related searches",navigational,Organic
macosx folder,52,52,210,26,0.00,https://www.perl.org/get.html,0,0,0.00,0,31100000,"[3,3,3,4,4,3,7,3,3,3,3,3]",2025-11-24,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
scripting language means,75,75,70,28,0.00,https://www.perl.org/,0,0,0.00,0,10,"[35,50,35,35,64,35,21,50,64,78,7,50]",2025-11-17,"Knowledge panel, Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
scripting language means,82,82,70,28,0.00,https://www.perl.org/,0,0,0.00,0,10,"[35,50,35,35,64,35,21,50,64,78,7,50]",2025-11-17,"Knowledge panel, Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
debase64,30,30,90,81,0.00,https://perldoc.perl.org/MIME::Base64,0,0,0.00,0,30900000,"[6,1,0,100,0,29,15,0,19,0,0,0]",2025-11-11,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Things to know","commercial, informational",Organic
mojo gif,36,36,40,19,0.00,https://www.perl.org/,0,0,0.00,0,20700000,"[11,64,11,11,11,11,64,11,11,11,64,11]",2025-11-10,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
pub on pearl,89,89,1300,33,0.00,https://www.perl.org/get.html,0,0,0.00,0.03,53900000,"[36,36,36,36,20,27,24,27,24,16,100,8]",2025-12-08,"Knowledge panel, Sitelinks, Video, Image, Related searches",informational,Organic
pub on pearl,98,98,1300,33,0.00,https://www.perl.org/get.html,0,0,0.00,0.03,53900000,"[36,36,36,36,20,27,24,27,24,16,100,8]",2025-12-08,"Knowledge panel, Sitelinks, Video, Image, Related searches",informational,Organic
pipe file,28,28,390,25,5.74,https://perldoc.perl.org/perlopentut,0,0,0.00,0.31,192000000,"[54,66,54,81,54,54,100,66,81,66,81,81]",2025-12-20,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches",navigational,Organic
pokemon perl,43,43,40,33,0.00,https://www.perl.org/,0,0,0.00,0.24,2540000,"[6,6,8,6,8,6,8,8,8,8,6,5]",2025-09-10,"Knowledge panel, Sitelinks, Video, Image, People also ask, Popular products, Related searches, Things to know",informational,Organic
regex pattern match,50,50,140,73,0.00,https://perldoc.perl.org/perlrequick,0,0,0.00,0,27100000,"[53,53,53,53,34,53,43,34,34,34,21,34]",2025-11-27,"Sitelinks, Video, People also ask, Related searches",informational,Organic
latest version html,90,90,140,53,0.00,https://www.perl.org/get.html,0,0,0.00,0,2400000000,"[43,23,35,35,66,17,23,66,35,35,28,35]",2025-12-07,"Image pack, Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
powershell rename,62,62,140,25,0.00,https://www.perl.org/,0,0,0.00,0,13500000,"[53,43,53,34,34,34,34,53,53,43,43,43]",2025-09-12,"Image pack, Video, Related searches, AI overview",informational,Organic
find folder,59,59,140,37,0.00,https://perldoc.perl.org/File::Find,0,0,0.00,0,355000000,"[66,80,66,80,80,80,80,80,80,9,9,9]",2025-09-07,"Image pack, Sitelinks, Video, Related searches, AI overview",informational,Organic
chr.,17,17,70,50,0.00,https://perldoc.perl.org/functions/chr,0,0,0.00,0,99700000,"[13,13,5,13,8,13,1,0,0,1,0,0]",2025-11-29,"Knowledge panel, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
string concatenation perl,15,15,90,4,0.00,https://perldoc.perl.org/perlop,0,0,0.00,0,7760000,"[34,21,28,28,34,12,28,43,43,21,28,28]",2025-12-19,"Sitelinks, Video, Related searches, AI overview",informational,Organic
string concatenation perl,26,26,90,4,0.00,https://perldoc.perl.org/perlre,0,0,0.00,0,7760000,"[34,21,28,28,34,12,28,43,43,21,28,28]",2025-12-19,"Sitelinks, Video, Related searches, AI overview",informational,Organic
string concatenation perl,76,76,90,4,0.00,https://perldoc.perl.org/perlintro,0,0,0.00,0,7760000,"[34,21,28,28,34,12,28,43,43,21,28,28]",2025-12-19,"Sitelinks, Video, Related searches, AI overview",informational,Organic
windows update 0 downloading,49,49,70,10,0.00,https://www.perl.org/get.html,0,0,0.00,0,2360000000,"[35,35,64,50,78,78,50,50,78,64,50,14]",2025-12-13,"Sitelinks, Video, Video Carousel, Related searches, AI overview",informational,Organic
chown -r command,47,47,40,18,0.00,https://perldoc.perl.org/functions/chown,0,0,0.00,0,220000,"[2,2,0,0,0,20,3,3,3,1,2,0]",2025-09-08,"Image pack, Sitelinks, Video, Featured snippet, Ads bottom, People also ask, Related searches, Ads middle",informational,Organic
filter source,26,26,110,60,2.96,https://perldoc.perl.org/perlfilter,0,0,0.00,0.44,10,"[52,52,41,82,52,82,100,82,52,64,52,52]",2025-11-10,"Image pack, Sitelinks, Video, Ads bottom, Related searches",navigational,Organic
user strict,78,78,110,20,0.00,https://perldoc.perl.org/strict,0,0,0.00,0,10,"[15,19,12,15,12,15,9,12,19,15,12,12]",2025-11-11,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
peru country code 2 letter,63,63,110,34,0.00,https://perldoc.perl.org/5.8.1/Locale::Country,0,0,0.00,0,10,"[66,80,42,42,42,52,42,52,42,52,52,66]",2025-11-16,"Image pack, Video, People also ask, Related searches, AI overview",informational,Organic
.pm extension file,55,55,40,7,0.00,https://perldoc.perl.org/5.12.2/perl594delta,0,0,0.00,0,17500,"[2,2,2,2,2,2,15,2,2,19,1,1]",2025-09-09,"Image pack, Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
.pm extension file,63,63,40,7,0.00,https://perldoc.perl.org/h2xs,0,0,0.00,0,17500,"[2,2,2,2,2,2,15,2,2,19,1,1]",2025-09-09,"Image pack, Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
pack and unpack,70,70,260,21,5.96,https://perldoc.perl.org/functions/pack,0,0,0.00,0.12,10900000,"[53,28,53,66,100,66,35,100,100,66,66,43]",2025-09-12,"Image pack, Sitelinks, Video, People also ask, AI overview",informational,Organic
el sif,9,9,70,5,0.00,https://perldoc.perl.org/functions/elsif,0,0,0.00,0,6380000,"[42,33,42,42,33,33,33,33,14,33,33,33]",2025-09-05,"Image pack, Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
re documentation,14,14,140,66,0.00,https://perldoc.perl.org/perlre,0,0,0.00,0.01,2110000000,"[53,42,42,53,53,53,53,42,42,65,53,42]",2025-11-27,"Sitelinks, Video, People also ask, Related searches",informational,Organic
def purl,53,53,40,38,0.00,https://www.perl.org/,0,0,0.00,0,3860000,"[0,0,0,0,0,0,0,100,0,0,0,0]",2025-12-01,"Knowledge panel, Sitelinks, Video, People also ask, Related searches",informational,Organic
get cwd,8,8,260,38,0.00,https://perldoc.perl.org/Cwd,0,0,0.00,0,9780000,"[28,100,18,28,15,81,66,54,44,28,23,35]",2025-10-13,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
get cwd,21,21,260,38,0.00,https://perldoc.perl.org/5.005/Cwd,0,0,0.00,0,9780000,"[28,100,18,28,15,81,66,54,44,28,23,35]",2025-10-13,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
manifest in,33,33,170,24,0.00,https://perldoc.perl.org/ExtUtils::Manifest,0,0,0.00,0,10,"[43,43,35,35,35,35,28,43,28,43,43,66]",2025-11-19,"Image pack, Sitelinks, Video, Related searches, AI overview",informational,Organic
manifest in,43,43,170,24,0.00,https://perldoc.perl.org/ExtUtils::Manifest,0,0,0.00,0,10,"[43,43,35,35,35,35,28,43,28,43,43,66]",2025-11-19,"Image pack, Sitelinks, Video, Related searches, AI overview",informational,Organic
git rebase branch to master,63,63,170,47,0.00,https://blogs.perl.org/users/ovid/2015/02/git-refresh-automatically-rebase-current-branch-onto-master.html,0,0,0.00,0,1630000,"[44,35,35,35,35,28,28,18,23,28,18,23]",2025-09-08,"Image pack, Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
semphor,58,58,70,59,0.00,https://perldoc.perl.org/Thread::Semaphore,0,0,0.00,0,4180000,"[0,100,0,0,0,0,0,0,0,0,0,15]",2025-12-11,"Image pack, Video, Image, Video Carousel, Related searches, See results about",informational,Organic
perl $/,4,4,50,25,0.00,https://perldoc.perl.org/variables/$&,0,0,0.00,0,45,"[59,0,0,0,0,0,0,0,0,0,0,0]",2025-09-10,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,People also ask
perl $/,10,10,50,25,0.00,https://perldoc.perl.org/variables,0,0,0.00,0,45,"[59,0,0,0,0,0,0,0,0,0,0,0]",2025-09-10,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
reversed list,62,62,30,45,0.43,https://perldoc.perl.org/functions/reverse,0,0,0.00,0.06,81700000,"[0,0,0,0,0,0,0,5,36,12,1,0]",2025-11-16,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
octord e,32,32,30,36,1.56,https://perldoc.perl.org/perlfunc,0,0,0.00,0,5,"[71,71,57,71,57,71,71,71,0,0,0,0]",2025-11-24,"Sitelinks, Video, Related searches, Things to know",navigational,Organic
perl if undefined,32,32,40,0,0.00,https://blogs.perl.org/users/tom_wyant/2021/10/my-favorite-warnings-uninitialized.html,0,0,0.00,0.33,1270000,"[52,11,64,64,23,11,11,11,11,11,11,11]",2025-12-25,"Sitelinks, Video, Related searches",informational,Organic
perl map function,15,16,110,11,0.00,https://perldoc.perl.org/5.005/functions/map,0,0,0.00,0,13600000,"[66,66,66,66,80,66,52,52,52,52,42,42]",2025-12-25,"Image pack, Sitelinks, Video, Related searches, AI overview",informational,Organic
perl map function,27,0,110,11,0.00,https://perldoc.perl.org/perlfunc,0,0,0.00,0,13600000,"[66,66,66,66,80,66,52,52,52,52,42,42]",2025-12-25,"Image pack, Sitelinks, Video, Related searches, AI overview",informational,Organic
